Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10003_001,SE_A10002B_001,SE_A10002B_002,SE_A10002B_003,SE_A10002B_004,SE_A10002B_005,SE_A10002B_006,SE_A10002B_007,SE_A10002B_008,ACS21_5yr_B25009001,ACS21_5yr_B25009002,ACS21_5yr_B25009003,ACS21_5yr_B25009004,ACS21_5yr_B25009005,ACS21_5yr_B25009006,ACS21_5yr_B25009007,ACS21_5yr_B25009008,ACS21_5yr_B25009009,ACS21_5yr_B25009010,ACS21_5yr_B25009011,ACS21_5yr_B25009012,ACS21_5yr_B25009013,ACS21_5yr_B25009014,ACS21_5yr_B25009015,ACS21_5yr_B25009016,ACS21_5yr_B25009017,ACS21_5yr_B25009001s,ACS21_5yr_B25009002s,ACS21_5yr_B25009003s,ACS21_5yr_B25009004s,ACS21_5yr_B25009005s,ACS21_5yr_B25009006s,ACS21_5yr_B25009007s,ACS21_5yr_B25009008s,ACS21_5yr_B25009009s,ACS21_5yr_B25009010s,ACS21_5yr_B25009011s,ACS21_5yr_B25009012s,ACS21_5yr_B25009013s,ACS21_5yr_B25009014s,ACS21_5yr_B25009015s,ACS21_5yr_B25009016s,ACS21_5yr_B25009017s,ACS21_5yr_B19019001,ACS21_5yr_B19019002,ACS21_5yr_B19019003,ACS21_5yr_B19019004,ACS21_5yr_B19019005,ACS21_5yr_B19019006,ACS21_5yr_B19019007,ACS21_5yr_B19019008,ACS21_5yr_B19019001s,ACS21_5yr_B19019002s,ACS21_5yr_B19019003s,ACS21_5yr_B19019004s,ACS21_5yr_B19019005s,ACS21_5yr_B19019006s,ACS21_5yr_B19019007s,ACS21_5yr_B19019008s,ACS21_5yr_B25010001,ACS21_5yr_B25010002,ACS21_5yr_B25010003,ACS21_5yr_B25010001s,ACS21_5yr_B25010002s,ACS21_5yr_B25010003s
"06037101110","Census Tract 1011.10, Los Angeles County, California","ACSSF","ca","140","00","0004200",,,,,"06","037",,,"101110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101110","Census Tract 1011.10",,,,2.54,644,200,234,86,97,21,6,0,1494,850,135,238,329,108,35,5,0,644,200,234,86,97,21,6,0,74.54546,81.21212,39.39394,50.90909,67.27273,43.63636,26.66667,5.454545,7.878788,72.72727,49.09091,50.30303,39.39394,33.33333,20,7.272727,7.878788,68529,30625,92500,57271,98839,188125,,,17158.1818181818,13578.1818181818,28305.4545454545,21747.2727272727,16249.0909090909,73952.7272727273,,,2.54,2.66,2.38,0.1272727,0.1333333,0.2060606
"06037101122","Census Tract 1011.22, Los Angeles County, California","ACSSF","ca","140","00","0004201",,,,,"06","037",,,"101122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101122","Census Tract 1011.22",,,,3.09,344,116,43,48,36,24,77,0,1372,1028,173,359,147,252,8,60,29,344,116,43,48,36,24,77,0,101.2121,61.21212,45.45454,51.51515,43.63636,48.48485,7.878788,30.90909,24.24242,106.6667,66.06061,27.87879,28.48485,26.66667,23.63636,72.12122,7.878788,108198,50417,130769,,107222,,135601,,15108.4848484849,28315.7575757576,13844.2424242424,,52390.9090909091,,24092.1212121212,,3.09,3.04,3.24,0.2484848,0.2,0.8
"06037101220","Census Tract 1012.20, Los Angeles County, California","ACSSF","ca","140","00","0004202",,,,,"06","037",,,"101220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101220","Census Tract 1012.20",,,,2.64,762,261,256,71,63,80,14,17,1357,595,171,145,120,92,56,11,0,762,261,256,71,63,80,14,17,121.8182,101.8182,92.12122,39.39394,35.75758,33.93939,22.42424,10.30303,7.878788,96.9697,46.06061,80.60606,29.09091,30.30303,40,12.72727,15.75758,59119,37500,58958,86083,79688,90441,,,5581.81818181818,12576.9696969697,4719.39393939394,31000.6060606061,38788.4848484848,18956.3636363636,,,2.64,2.83,2.49,0.1757576,0.3575757,0.2121212
"06037101221","Census Tract 1012.21, Los Angeles County, California","ACSSF","ca","140","00","0004203",,,,,"06","037",,,"101221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101221","Census Tract 1012.21",,,,2.52,1140,292,345,240,144,63,28,28,1450,310,120,97,59,11,0,23,0,1140,292,345,240,144,63,28,28,173.9394,75.15151,55.75758,42.42424,41.21212,10.90909,7.878788,21.81818,7.878788,164.2424,84.84849,150.9091,68.48485,60.60606,34.54546,27.27273,26.06061,48305,38077,,75759,102578,117438,,,7232.12121212121,7874.54545454546,,23937.5757575758,57176.9696969697,58837.5757575758,,,2.52,2.1,2.64,0.1939394,0.4121212,0.2242424
"06037101222","Census Tract 1012.22, Los Angeles County, California","ACSSF","ca","140","00","0004204",,,,,"06","037",,,"101222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101222","Census Tract 1012.22",,,,2.88,816,193,217,211,80,115,0,0,935,119,9,14,36,60,0,0,0,816,193,217,211,80,115,0,0,89.69697,55.15152,9.69697,19.39394,38.18182,40.60606,7.878788,7.878788,7.878788,108.4848,87.27273,76.9697,64.84849,48.48485,68.48485,7.878788,7.878788,32106,11906,41067,33649,,,,,6676.36363636364,1507.87878787879,10694.5454545455,8703.63636363636,,,,,2.88,3.26,2.82,0.3090909,0.2909091,0.3636364
"06037101300","Census Tract 1013, Los Angeles County, California","ACSSF","ca","140","00","0004205",,,,,"06","037",,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101300","Census Tract 1013",,,,2.84,242,0,82,118,31,11,0,0,1420,1178,215,435,200,271,57,0,0,242,0,82,118,31,11,0,0,99.39394,105.4545,50.90909,86.66666,46.66667,44.84848,27.87879,7.878788,7.878788,54.54546,7.878788,27.87879,45.45454,25.45455,10.30303,7.878788,7.878788,111393,,111161,150556,120714,176818,,,11066.0606060606,,11511.5151515152,21513.9393939394,28240.6060606061,59087.2727272727,,,2.84,2.79,3.06,0.1090909,0.1212121,0.2363636
"06037101400","Census Tract 1014, Los Angeles County, California","ACSSF","ca","140","00","0004206",,,,,"06","037",,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101400","Census Tract 1014",,,,2.57,387,200,140,29,18,0,0,0,1304,917,144,301,159,264,23,26,0,387,200,140,29,18,0,0,0,132.1212,120.6061,39.39394,75.15151,52.72727,75.75758,22.42424,20,7.878788,76.36364,72.12122,51.51515,20,15.75758,7.878788,7.878788,7.878788,68000,36563,61250,95313,111200,,,,17623.0303030303,17298.1818181818,20796.3636363636,42808.4848484848,11046.0606060606,,,,2.57,2.94,1.68,0.1454545,0.1636364,0.2121212
"06037102103","Census Tract 1021.03, Los Angeles County, California","ACSSF","ca","140","00","0004207",,,,,"06","037",,,"102103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102103","Census Tract 1021.03",,,,2.64,250,66,82,20,24,58,0,0,669,419,114,125,79,90,11,0,0,250,66,82,20,24,58,0,0,69.69697,45.45454,24.24242,27.87879,27.87879,32.72727,10.90909,7.878788,7.878788,70.30303,26.06061,27.27273,10.30303,13.33333,53.33333,7.878788,7.878788,65481,49000,48750,117813,125938,34097,,,15489.696969697,18970.9090909091,23983.0303030303,40769.0909090909,15393.9393939394,20127.2727272727,,,2.64,2.56,2.78,0.2363636,0.1939394,0.4969697
"06037102104","Census Tract 1021.04, Los Angeles County, California","ACSSF","ca","140","00","0004208",,,,,"06","037",,,"102104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102104","Census Tract 1021.04",,,,2.88,289,59,27,124,49,30,0,0,1310,1021,250,218,269,223,33,28,0,289,59,27,124,49,30,0,0,89.69697,103.0303,72.12122,50.90909,77.57576,69.09091,20.60606,26.06061,7.878788,70.90909,33.93939,30.30303,49.69697,23.0303,23.0303,7.878788,7.878788,91402,37109,114028,77234,215156,82792,,,11461.8181818182,14344.8484848485,13753.3333333333,27920.6060606061,45580.6060606061,40706.6666666667,,,2.88,2.82,3.09,0.1757576,0.2,0.3939394
"06037102105","Census Tract 1021.05, Los Angeles County, California","ACSSF","ca","140","00","0004209",,,,,"06","037",,,"102105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102105","Census Tract 1021.05",,,,3.02,251,83,48,70,14,21,8,7,554,303,18,110,35,87,50,0,3,251,83,48,70,14,21,8,7,51.51515,53.93939,8.484848,30.90909,17.57576,50.30303,15.75758,7.878788,4.848485,37.57576,26.06061,16.36364,33.33333,13.33333,14.54545,6.060606,7.272727,84519,50893,88125,71042,196622,53304,,,9804.24242424242,13028.4848484849,10763.6363636364,24918.1818181818,4327.87878787879,11311.5151515152,,,3.02,3.33,2.65,0.1878788,0.2242424,0.430303
"06037102107","Census Tract 1021.07, Los Angeles County, California","ACSSF","ca","140","00","0004210",,,,,"06","037",,,"102107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102107","Census Tract 1021.07",,,,3.06,260,26,79,56,41,58,0,0,1204,944,174,287,186,166,81,41,9,260,26,79,56,41,58,0,0,80,88.48485,49.09091,56.36364,46.66667,53.33333,56.36364,26.06061,9.090909,59.39394,15.75758,55.15152,33.33333,27.27273,31.51515,7.878788,7.878788,90625,28611,118750,91354,116202,67964,,,16378.1818181818,15090.303030303,31223.6363636364,32416.3636363636,22027.2727272727,11607.2727272727,,,3.06,3.02,3.23,0.2,0.230303,0.4606061
"06037103101","Census Tract 1031.01, Los Angeles County, California","ACSSF","ca","140","00","0004211",,,,,"06","037",,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103101","Census Tract 1031.01",,,,2.7,110,58,34,18,0,0,0,0,915,805,165,230,203,147,31,28,1,110,58,34,18,0,0,0,0,70.90909,62.42424,37.57576,32.72727,39.39394,38.78788,18.18182,15.75758,3.030303,46.06061,43.63636,12.72727,10.90909,7.878788,7.878788,7.878788,7.878788,121705,78170,107955,140625,150938,200461,235556,,17284.8484848485,30716.9696969697,17945.4545454545,13167.8787878788,64024.8484848485,68255.1515151515,50755.7575757576,,2.7,2.83,1.69,0.1515152,0.1515152,0.369697
"06037103102","Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","140","00","0004212",,,,,"06","037",,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103102","Census Tract 1031.02",,,,2.84,430,165,104,68,69,24,0,0,1651,1221,168,479,280,172,71,36,15,430,165,104,68,69,24,0,0,107.2727,118.1818,41.81818,90.90909,66.66666,50.30303,30.30303,20.60606,14.54545,81.21212,64.84849,37.57576,36.9697,40.60606,21.21212,7.878788,7.878788,75203,,80680,85417,88542,192361,,,8830.30303030303,,7573.93939393939,20869.696969697,7697.57575757576,63899.3939393939,,,2.84,3,2.39,0.1333333,0.1515152,0.3090909
"06037103201","Census Tract 1032.01, Los Angeles County, California","ACSSF","ca","140","00","0004213",,,,,"06","037",,,"103201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103201","Census Tract 1032.01",,,,2.57,883,436,220,47,84,56,40,0,1530,647,143,143,176,75,89,21,0,883,436,220,47,84,56,40,0,118.1818,82.42424,44.24242,44.84848,74.54546,36.36364,56.9697,21.81818,7.878788,145.4545,124.2424,81.81818,23.63636,45.45454,40,30.30303,7.878788,77377,45708,105313,125516,102332,,,,15639.3939393939,13468.4848484849,35273.9393939394,44430.303030303,62003.0303030303,,,,2.57,2.99,2.26,0.1636364,0.2848485,0.3090909
"06037103202","Census Tract 1032.02, Los Angeles County, California","ACSSF","ca","140","00","0004214",,,,,"06","037",,,"103202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103202","Census Tract 1032.02",,,,3.14,19,0,19,0,0,0,0,0,660,641,154,123,190,59,72,43,0,19,0,19,0,0,0,0,0,99.39394,101.8182,46.66667,47.27273,97.57576,28.48485,23.63636,32.72727,7.878788,17.57576,7.878788,17.57576,7.878788,7.878788,7.878788,7.878788,7.878788,104747,,118816,103984,143672,106855,250001,,5660,,54853.9393939394,14741.2121212121,19749.696969697,6626.66666666667,,,3.14,3.18,2.05,0.2606061,0.2606061,0.1393939
"06037103300","Census Tract 1033, Los Angeles County, California","ACSSF","ca","140","00","0004215",,,,,"06","037",,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103300","Census Tract 1033",,,,3.18,42,4,27,4,7,0,0,0,1203,1161,234,308,113,325,125,40,16,42,4,27,4,7,0,0,0,84.24242,90.30303,46.06061,56.36364,38.18182,69.69697,48.48485,26.06061,14.54545,23.0303,3.636364,20,4.848485,8.484848,7.878788,7.878788,7.878788,129904,,82232,168365,166354,250001,207500,,12809.0909090909,,15569.0909090909,24740.6060606061,38727.8787878788,,85630.303030303,,3.18,3.2,2.71,0.1757576,0.1757576,0.5212121
"06037103401","Census Tract 1034.01, Los Angeles County, California","ACSSF","ca","140","00","0004216",,,,,"06","037",,,"103401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103401","Census Tract 1034.01",,,,2.66,138,75,23,11,29,0,0,0,988,850,174,253,253,94,76,0,0,138,75,23,11,29,0,0,0,88.48485,95.75758,73.33334,64.84849,75.75758,56.9697,49.09091,7.878788,7.878788,53.93939,44.84848,18.78788,12.72727,40,7.878788,7.878788,7.878788,110323,88588,,,141806,,,,21035.1515151515,14810.303030303,,,58764.8484848485,,,,2.66,2.77,2.01,0.1575758,0.1636364,0.6606061
"06037103402","Census Tract 1034.02, Los Angeles County, California","ACSSF","ca","140","00","0004217",,,,,"06","037",,,"103402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103402","Census Tract 1034.02",,,,2.8,304,53,109,18,56,0,60,8,1372,1068,144,460,335,116,0,13,0,304,53,109,18,56,0,60,8,111.5152,117.5758,60,108.4848,87.87878,52.12121,7.878788,20.60606,7.878788,80,31.51515,56.36364,21.21212,39.39394,7.878788,30.30303,7.878788,105500,34519,131789,105848,144271,,99021,,18847.8787878788,15050.9090909091,20249.0909090909,33070.303030303,39720,,6404.84848484849,,2.8,2.57,3.6,0.1939394,0.2,0.6
"06037104103","Census Tract 1041.03, Los Angeles County, California","ACSSF","ca","140","00","0004218",,,,,"06","037",,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104103","Census Tract 1041.03",,,,4.73,173,32,10,26,42,0,34,29,866,693,46,154,130,183,52,49,79,173,32,10,26,42,0,34,29,57.57576,61.81818,19.39394,29.09091,36.36364,60.60606,20.60606,23.63636,32.12121,41.21212,16.9697,7.878788,16.36364,22.42424,7.878788,18.78788,22.42424,105921,40179,78000,75000,107396,111875,90781,155200,12562.4242424242,1981.81818181818,20952.1212121212,29021.8181818182,52423.6363636364,17924.8484848485,36432.7272727273,4729.69696969697,4.73,4.78,4.51,0.5515152,0.6727273,0.6727273
"06037104105","Census Tract 1041.05, Los Angeles County, California","ACSSF","ca","140","00","0004219",,,,,"06","037",,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104105","Census Tract 1041.05",,,,3.79,762,96,99,157,127,226,20,37,1526,764,117,122,155,216,101,53,0,762,96,99,157,127,226,20,37,90.90909,73.93939,40,34.54546,46.66667,55.75758,41.81818,27.87879,11.51515,86.06061,38.18182,65.45454,60.60606,44.24242,58.78788,20,32.72727,51711,37525,,44750,73583,54276,95063,,7964.24242424242,3598.18181818182,,14302.4242424242,26041.2121212121,18006.6666666667,47239.3939393939,,3.79,3.59,3.98,0.1878788,0.2363636,0.2666667
"06037104108","Census Tract 1041.08, Los Angeles County, California","ACSSF","ca","140","00","0004220",,,,,"06","037",,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104108","Census Tract 1041.08",,,,3.99,729,193,179,125,137,12,64,19,1288,559,24,111,64,105,97,55,103,729,193,179,125,137,12,64,19,61.21212,61.81818,16.9697,50.30303,35.75758,39.39394,37.57576,32.12121,30.90909,70.90909,55.15152,50.30303,52.72727,50.90909,12.72727,39.39394,15.75758,58784,12019,41014,68109,77600,113550,,,9651.51515151515,1887.87878787879,6195.75757575758,19235.1515151515,27460,15360,,,3.99,5.13,3.11,0.2181818,0.4484848,0.3454545
"06037104124","Census Tract 1041.24, Los Angeles County, California","ACSSF","ca","140","00","0004221",,,,,"06","037",,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104124","Census Tract 1041.24",,,,2.83,286,112,57,15,82,20,0,0,1281,995,144,443,144,173,37,39,15,286,112,57,15,82,20,0,0,106.6667,127.8788,43.0303,115.1515,46.66667,44.24242,23.0303,29.09091,13.33333,59.39394,32.72727,40.60606,13.93939,41.21212,12.12121,7.878788,7.878788,68772,29881,50042,106016,140060,89115,,,12449.0909090909,13870.9090909091,28166.6666666667,56924.2424242424,38149.696969697,21418.7878787879,,,2.83,2.84,2.79,0.169697,0.2060606,0.3212121
"06037104201","Census Tract 1042.01, Los Angeles County, California","ACSSF","ca","140","00","0004222",,,,,"06","037",,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104201","Census Tract 1042.01",,,,5.02,188,57,6,38,23,35,12,17,916,728,50,153,106,92,115,82,130,188,57,6,38,23,35,12,17,54.54546,61.81818,21.81818,40.60606,53.33333,32.12121,32.12121,32.72727,34.54546,43.63636,30.90909,6.666667,18.78788,15.75758,17.57576,10.90909,15.75758,83462,22596,72232,,66806,82500,107037,142708,12380.6060606061,2960.60606060606,29935.7575757576,,16111.5151515152,27073.3333333333,17486.6666666667,35032.7272727273,5.02,5.22,4.23,0.4,0.4181818,0.9878788
"06037104203","Census Tract 1042.03, Los Angeles County, California","ACSSF","ca","140","00","0004223",,,,,"06","037",,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104203","Census Tract 1042.03",,,,4.6,466,70,54,49,155,97,23,18,1125,659,38,102,78,98,143,67,133,466,70,54,49,155,97,23,18,88.48485,83.63636,22.42424,35.75758,33.93939,38.18182,64.24242,34.54546,44.24242,69.69697,29.69697,29.69697,33.93939,50.90909,36.36364,22.42424,18.18182,55875,,,44323,61054,54083,93750,186198,4930.30303030303,,,7994.54545454546,12660,6963.0303030303,51619.3939393939,13290.9090909091,4.6,4.99,4.06,0.2545455,0.3636364,0.4181818
"06037104204","Census Tract 1042.04, Los Angeles County, California","ACSSF","ca","140","00","0004224",,,,,"06","037",,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104204","Census Tract 1042.04",,,,4.66,258,26,64,0,93,41,34,0,731,473,33,68,79,111,41,72,69,258,26,64,0,93,41,34,0,59.39394,43.0303,16.36364,23.0303,25.45455,31.51515,15.75758,20.60606,20.60606,56.36364,13.93939,24.24242,7.878788,49.69697,21.21212,14.54545,7.878788,61927,,38462,,56742,79423,87083,156563,14700,,13816.3636363636,,16760,10258.7878787879,17587.2727272727,3743.0303030303,4.66,5.09,3.88,0.3151515,0.4606061,0.3090909
"06037104310","Census Tract 1043.10, Los Angeles County, California","ACSSF","ca","140","00","0004225",,,,,"06","037",,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104310","Census Tract 1043.10",,,,5.18,222,33,54,26,12,31,6,60,942,720,74,86,101,139,117,93,110,222,33,54,26,12,31,6,60,70.30303,68.48485,35.15152,25.45455,38.18182,48.48485,35.75758,32.12121,32.12121,53.93939,21.21212,36.9697,17.57576,11.51515,16.36364,5.454545,27.27273,86635,,65357,55994,127589,113182,132159,135156,13944.8484848485,,20193.3333333333,15718.1818181818,54204.8484848485,15616.9696969697,30469.696969697,10852.1212121212,5.18,5.11,5.4,0.369697,0.3272727,1.230303
"06037104321","Census Tract 1043.21, Los Angeles County, California","ACSSF","ca","140","00","0004226",,,,,"06","037",,,"104321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104321","Census Tract 1043.21",,,,3.37,602,313,65,36,127,19,29,13,924,322,37,35,9,43,92,39,67,602,313,65,36,127,19,29,13,163.0303,68.48485,27.27273,16.9697,8.484848,26.66667,44.24242,29.09091,38.18182,161.8182,167.8788,40.60606,26.66667,52.72727,12.72727,26.66667,13.33333,31714,27769,58750,,65962,,,,16072.1212121212,10712.7272727273,22392.1212121212,,11033.9393939394,,,,3.37,4.92,2.54,0.5090909,0.5878788,0.539394
"06037104322","Census Tract 1043.22, Los Angeles County, California","ACSSF","ca","140","00","0004227",,,,,"06","037",,,"104322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104322","Census Tract 1043.22",,,,3.96,160,30,36,36,58,0,0,0,473,313,22,32,44,93,66,16,40,160,30,36,36,58,0,0,0,21.21212,35.15152,16.36364,21.21212,30.90909,20,24.24242,15.75758,26.66667,35.75758,28.48485,28.48485,26.66667,33.93939,7.878788,7.878788,7.878788,59550,21000,,58993,42702,,,114167,15695.1515151515,1087.27272727273,,419.393939393939,7964.24242424242,,,59387.8787878788,3.96,4.48,2.95,0.3393939,0.4727273,0.5333334
"06037104401","Census Tract 1044.01, Los Angeles County, California","ACSSF","ca","140","00","0004228",,,,,"06","037",,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104401","Census Tract 1044.01",,,,4.97,269,63,28,12,55,61,9,41,617,348,24,25,47,65,74,43,70,269,63,28,12,55,61,9,41,39.39394,40.60606,13.33333,11.51515,20.60606,16.36364,22.42424,17.57576,22.42424,43.0303,30.90909,16.9697,11.51515,21.21212,20,7.272727,21.81818,66563,22292,,54375,74306,65313,,79432,7933.93939393939,9570.90909090909,,17450.9090909091,24827.2727272727,23396.3636363636,,13193.9393939394,4.97,5.25,4.61,0.3818182,0.3818182,0.6727273
"06037104403","Census Tract 1044.03, Los Angeles County, California","ACSSF","ca","140","00","0004229",,,,,"06","037",,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104403","Census Tract 1044.03",,,,4.71,189,4,28,52,24,57,8,16,578,389,67,44,38,76,30,60,74,189,4,28,52,24,57,8,16,40,48.48485,34.54546,16.9697,20,30.90909,13.33333,23.0303,22.42424,47.27273,4.848485,24.24242,22.42424,14.54545,27.87879,7.878788,15.75758,85096,20677,48000,,125500,103250,156000,160521,17209.0909090909,6085.45454545455,18240,,26004.8484848485,58323.6363636364,77723.6363636364,33554.5454545455,4.71,4.85,4.44,0.3636364,0.4848485,0.4787879
"06037104404","Census Tract 1044.04, Los Angeles County, California","ACSSF","ca","140","00","0004230",,,,,"06","037",,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104404","Census Tract 1044.04",,,,4.58,418,27,90,37,175,23,40,26,745,327,14,90,46,42,24,40,71,418,27,90,37,175,23,40,26,61.81818,40.60606,12.12121,27.87879,19.39394,19.39394,12.72727,16.9697,28.48485,63.63636,13.33333,43.0303,15.15152,46.66667,13.33333,18.78788,12.72727,71202,17946,52308,80417,77875,73750,,107875,9132.12121212121,6664.84848484849,26919.3939393939,24262.4242424242,13356.3636363636,40663.6363636364,,39674.5454545455,4.58,5.18,4.11,0.3575757,0.5757576,0.4242424
"06037104500","Census Tract 1045, Los Angeles County, California","ACSSF","ca","140","00","0004231",,,,,"06","037",,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104500","Census Tract 1045",,,,4.98,142,26,5,0,40,24,0,47,626,484,59,49,129,64,66,57,60,142,26,5,0,40,24,0,47,56.9697,55.15152,21.81818,23.63636,35.75758,27.27273,26.06061,29.09091,22.42424,52.12121,17.57576,4.242424,7.878788,24.24242,13.33333,7.878788,34.54546,69167,15750,65625,81146,80882,89100,,,18481.8181818182,8778.78787878788,30160.6060606061,33009.0909090909,24438.1818181818,4553.93939393939,,,4.98,4.69,5.96,0.5090909,0.4242424,1.763636
"06037104610","Census Tract 1046.10, Los Angeles County, California","ACSSF","ca","140","00","0004232",,,,,"06","037",,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104610","Census Tract 1046.10",,,,4.81,263,17,88,25,22,39,56,16,680,417,23,51,66,43,103,54,77,263,17,88,25,22,39,56,16,51.51515,35.15152,12.72727,16.36364,23.63636,16.36364,30.30303,18.78788,21.81818,51.51515,8.484848,24.24242,13.93939,12.12121,18.78788,40.60606,11.51515,73167,18500,31420,43173,41953,115263,,144583,11176.3636363636,6374.54545454546,3910.30303030303,15252.1212121212,4720.60606060606,32003.6363636364,,55742.4242424242,4.81,5.45,3.8,0.3030303,0.4242424,0.369697
"06037104620","Census Tract 1046.20, Los Angeles County, California","ACSSF","ca","140","00","0004233",,,,,"06","037",,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104620","Census Tract 1046.20",,,,4.96,233,25,34,35,29,82,14,14,702,469,30,55,36,69,116,64,99,233,25,34,35,29,82,14,14,58.78788,37.57576,12.12121,22.42424,16.36364,27.27273,33.33333,22.42424,28.48485,55.75758,15.15152,32.72727,21.21212,18.18182,39.39394,12.72727,10.30303,76304,,78125,76382,,70417,77000,145982,3858.18181818182,,29536.9696969697,7858.78787878788,,14611.5151515152,35673.9393939394,15754.5454545455,4.96,5.35,4.15,0.2909091,0.3575757,0.4909091
"06037104701","Census Tract 1047.01, Los Angeles County, California","ACSSF","ca","140","00","0004234",,,,,"06","037",,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104701","Census Tract 1047.01",,,,4.37,644,80,90,76,95,159,123,21,871,227,37,12,28,66,38,17,29,644,80,90,76,95,159,123,21,60,31.51515,16.9697,7.272727,14.54545,20.60606,13.93939,11.51515,16.36364,64.84849,47.87879,23.63636,21.81818,31.51515,34.54546,23.63636,13.33333,45984,,23636,45455,42708,47750,59688,55909,2735.15151515152,,1777.57575757576,15529.0909090909,19113.3333333333,15568.4848484849,8453.93939393939,12944.8484848485,4.37,4.69,4.26,0.2666667,0.5151515,0.3151515
