Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10003_001,SE_A10002B_001,SE_A10002B_002,SE_A10002B_003,SE_A10002B_004,SE_A10002B_005,SE_A10002B_006,SE_A10002B_007,SE_A10002B_008,ACS21_5yr_B25009001,ACS21_5yr_B25009002,ACS21_5yr_B25009003,ACS21_5yr_B25009004,ACS21_5yr_B25009005,ACS21_5yr_B25009006,ACS21_5yr_B25009007,ACS21_5yr_B25009008,ACS21_5yr_B25009009,ACS21_5yr_B25009010,ACS21_5yr_B25009011,ACS21_5yr_B25009012,ACS21_5yr_B25009013,ACS21_5yr_B25009014,ACS21_5yr_B25009015,ACS21_5yr_B25009016,ACS21_5yr_B25009017,ACS21_5yr_B25009001s,ACS21_5yr_B25009002s,ACS21_5yr_B25009003s,ACS21_5yr_B25009004s,ACS21_5yr_B25009005s,ACS21_5yr_B25009006s,ACS21_5yr_B25009007s,ACS21_5yr_B25009008s,ACS21_5yr_B25009009s,ACS21_5yr_B25009010s,ACS21_5yr_B25009011s,ACS21_5yr_B25009012s,ACS21_5yr_B25009013s,ACS21_5yr_B25009014s,ACS21_5yr_B25009015s,ACS21_5yr_B25009016s,ACS21_5yr_B25009017s,ACS21_5yr_B19019001,ACS21_5yr_B19019002,ACS21_5yr_B19019003,ACS21_5yr_B19019004,ACS21_5yr_B19019005,ACS21_5yr_B19019006,ACS21_5yr_B19019007,ACS21_5yr_B19019008,ACS21_5yr_B19019001s,ACS21_5yr_B19019002s,ACS21_5yr_B19019003s,ACS21_5yr_B19019004s,ACS21_5yr_B19019005s,ACS21_5yr_B19019006s,ACS21_5yr_B19019007s,ACS21_5yr_B19019008s,ACS21_5yr_B25010001,ACS21_5yr_B25010002,ACS21_5yr_B25010003,ACS21_5yr_B25010001s,ACS21_5yr_B25010002s,ACS21_5yr_B25010003s
"06037462600","Census Tract 4626, Los Angeles County, California","ACSSF","ca","140","00","0005686",,,,,"06","037",,,"462600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462600","Census Tract 4626",,,,2.57,203,52,43,39,69,0,0,0,894,691,185,256,94,122,29,5,0,203,52,43,39,69,0,0,0,66.06061,52.12121,40,43.0303,24.84848,24.24242,9.69697,5.454545,7.878788,47.27273,28.48485,19.39394,18.78788,41.81818,7.878788,7.878788,7.878788,127794,105288,125750,217750,,228438,,,28152.7272727273,34412.7272727273,33356.9696969697,24006.6666666667,,35532.1212121212,,,2.57,2.47,2.92,0.1393939,0.1151515,0.5030303
"06037462700","Census Tract 4627, Los Angeles County, California","ACSSF","ca","140","00","0005687",,,,,"06","037",,,"462700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462700","Census Tract 4627",,,,2.36,1578,577,502,320,103,65,11,0,2269,691,155,240,119,109,44,13,11,1578,577,502,320,103,65,11,0,149.697,97.57576,52.12121,62.42424,38.78788,44.84848,24.24242,12.12121,12.72727,153.9394,155.7576,106.0606,123.6364,59.39394,29.09091,12.72727,11.51515,71201,33167,122565,,137375,90170,,,16163.0303030303,8517.57575757576,37574.5454545455,,50372.1212121212,24207.2727272727,,,2.36,2.79,2.17,0.1212121,0.230303,0.1454545
"06037462800","Census Tract 4628, Los Angeles County, California","ACSSF","ca","140","00","0005688",,,,,"06","037",,,"462800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462800","Census Tract 4628",,,,2.63,626,171,225,137,86,0,7,0,1042,416,67,215,41,45,28,20,0,626,171,225,137,86,0,7,0,87.87878,63.63636,26.66667,47.27273,27.27273,21.81818,17.57576,15.75758,7.878788,84.84849,44.84848,65.45454,67.27273,26.66667,7.878788,8.484848,7.878788,96985,48021,119364,95833,115625,,,,10966.0606060606,11095.7575757576,11590.303030303,5764.84848484849,37712.1212121212,,,,2.63,2.8,2.51,0.1393939,0.2969697,0.1878788
"06037462900","Census Tract 4629, Los Angeles County, California","ACSSF","ca","140","00","0005689",,,,,"06","037",,,"462900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462900","Census Tract 4629",,,,2.52,314,102,59,92,49,12,0,0,1446,1132,349,358,193,173,39,0,20,314,102,59,92,49,12,0,0,156.3636,154.5455,149.697,53.33333,62.42424,33.33333,19.39394,7.878788,16.36364,65.45454,40.60606,24.84848,35.75758,26.06061,10.90909,7.878788,7.878788,108367,,108125,120913,155938,204659,,,22896.9696969697,,17198.7878787879,35367.2727272727,50135.1515151515,12183.6363636364,,,2.52,2.57,2.35,0.2,0.2666667,0.2787879
"06037463000","Census Tract 4630, Los Angeles County, California","ACSSF","ca","140","00","0005690",,,,,"06","037",,,"463000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463000","Census Tract 4630",,,,2.68,505,144,152,107,102,0,0,0,1074,569,106,214,52,97,100,0,0,505,144,152,107,102,0,0,0,76.36364,58.78788,25.45455,43.0303,23.0303,33.33333,32.12121,7.878788,7.878788,71.51515,35.15152,50.30303,50.90909,41.21212,7.878788,7.878788,7.878788,110875,36563,136786,71861,157375,236316,,,16107.8787878788,15143.0303030303,29234.5454545455,20847.2727272727,61433.3333333333,1756.9696969697,,,2.68,2.89,2.44,0.1333333,0.1878788,0.1939394
"06037463103","Census Tract 4631.03, Los Angeles County, California","ACSSF","ca","140","00","0005691",,,,,"06","037",,,"463103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463103","Census Tract 4631.03",,,,2.98,637,145,102,161,153,51,2,23,1977,1340,281,450,295,163,82,33,36,637,145,102,161,153,51,2,23,107.2727,106.0606,61.81818,61.81818,55.15152,41.81818,31.51515,31.51515,19.39394,85.45454,44.24242,32.12121,48.48485,46.06061,27.27273,3.636364,13.33333,93646,55714,93214,100114,106161,250001,,154844,5986.66666666667,11544.2424242424,9701.81818181818,11972.1212121212,17458.7878787879,,,59509.696969697,2.98,2.9,3.14,0.1393939,0.1939394,0.230303
"06037463200","Census Tract 4632, Los Angeles County, California","ACSSF","ca","140","00","0005692",,,,,"06","037",,,"463200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463200","Census Tract 4632",,,,2.33,607,205,179,182,41,0,0,0,1470,863,325,223,124,123,37,31,0,607,205,179,182,41,0,0,0,118.7879,115.1515,107.2727,41.21212,33.93939,37.57576,15.15152,31.51515,7.878788,81.81818,54.54546,50.90909,45.45454,24.84848,7.878788,7.878788,7.878788,92500,56750,135375,153370,157500,,,,18433.9393939394,30751.5151515152,22487.8787878788,16634.5454545455,57530.303030303,,,,2.33,2.41,2.22,0.1515152,0.2484848,0.1515152
"06037463300","Census Tract 4633, Los Angeles County, California","ACSSF","ca","140","00","0005693",,,,,"06","037",,,"463300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463300","Census Tract 4633",,,,2.3,341,148,100,50,15,27,0,1,843,502,143,207,55,82,12,3,0,341,148,100,50,15,27,0,1,47.27273,43.0303,30.90909,31.51515,20,32.12121,9.090909,3.030303,7.878788,44.84848,33.33333,23.0303,18.18182,7.878788,23.0303,7.878788,3.030303,130250,64063,127344,195625,227063,188802,,,17217.5757575758,34004.2424242424,32680.6060606061,52086.0606060606,38630.303030303,16221.8181818182,,,2.3,2.36,2.21,0.1757576,0.2,0.2848485
"06037463400","Census Tract 4634, Los Angeles County, California","ACSSF","ca","140","00","0005694",,,,,"06","037",,,"463400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463400","Census Tract 4634",,,,2.27,1399,411,475,378,78,57,0,0,2514,1115,311,425,275,104,0,0,0,1399,411,475,378,78,57,0,0,145.4545,131.5152,79.39394,91.51515,114.5455,44.24242,11.51515,11.51515,11.51515,144.8485,91.51515,114.5455,117.5758,38.78788,36.36364,11.51515,11.51515,103750,70513,77083,166146,,250001,,,10264.8484848485,19355.1515151515,16539.3939393939,44578.1818181818,,,,,2.27,2.27,2.26,0.08484849,0.1393939,0.1393939
"06037463500","Census Tract 4635, Los Angeles County, California","ACSSF","ca","140","00","0005695",,,,,"06","037",,,"463500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463500","Census Tract 4635",,,,2.07,1602,607,579,219,143,54,0,0,2269,667,238,351,44,21,13,0,0,1602,607,579,219,143,54,0,0,160,89.69697,66.06061,90.30303,26.06061,16.36364,13.33333,11.51515,11.51515,141.8182,91.51515,86.66666,46.66667,58.18182,27.87879,11.51515,11.51515,100344,59750,103750,168711,110000,220353,,,9607.27272727273,13015.1515151515,20844.8484848485,34464.2424242424,56346.0606060606,113366.666666667,,,2.07,1.87,2.16,0.1090909,0.1575758,0.1515152
"06037463601","Census Tract 4636.01, Los Angeles County, California","ACSSF","ca","140","00","0005696",,,,,"06","037",,,"463601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463601","Census Tract 4636.01",,,,1.76,2657,1204,1132,153,148,20,0,0,3270,613,378,199,21,15,0,0,0,2657,1204,1132,153,148,20,0,0,207.8788,92.72727,79.39394,52.72727,15.15152,14.54545,11.51515,11.51515,11.51515,201.8182,163.0303,147.2727,45.45454,46.66667,18.78788,11.51515,11.51515,83247,54949,103393,104833,94228,,,,6628.48484848485,8036.9696969697,13921.8181818182,23875.1515151515,44227.8787878788,,,,1.76,1.5,1.81,0.07272727,0.1272727,0.07878788
"06037463602","Census Tract 4636.02, Los Angeles County, California","ACSSF","ca","140","00","0005697",,,,,"06","037",,,"463602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463602","Census Tract 4636.02",,,,1.76,2673,1400,794,317,148,14,0,0,3239,566,268,290,8,0,0,0,0,2673,1400,794,317,148,14,0,0,261.2121,111.5152,65.45454,93.33334,9.090909,11.51515,11.51515,11.51515,11.51515,243.6364,253.9394,122.4242,80.60606,64.84849,13.33333,11.51515,11.51515,95976,71860,116713,140407,148000,,,,14904.2424242424,13450.9090909091,12222.4242424242,11421.2121212121,21434.5454545455,,,,1.76,1.5,1.82,0.09696969,0.08484849,0.1212121
"06037463700","Census Tract 4637, Los Angeles County, California","ACSSF","ca","140","00","0005698",,,,,"06","037",,,"463700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463700","Census Tract 4637",,,,2.05,998,406,388,146,42,0,16,0,1588,590,174,270,54,60,32,0,0,998,406,388,146,42,0,16,0,102.4242,64.24242,49.69697,43.63636,22.42424,26.06061,29.69697,7.878788,7.878788,92.12122,73.93939,64.84849,40,18.78788,7.878788,13.93939,7.878788,142778,103587,192692,166250,157344,,,,12763.0303030303,26781.8181818182,44664.8484848485,55781.8181818182,56452.7272727273,,,,2.05,2.24,1.93,0.09696969,0.2121212,0.1090909
"06037463800","Census Tract 4638, Los Angeles County, California","ACSSF","ca","140","00","0005699",,,,,"06","037",,,"463800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463800","Census Tract 4638",,,,2.81,153,47,34,72,0,0,0,0,1477,1324,256,507,215,193,153,0,0,153,47,34,72,0,0,0,0,73.33334,78.18182,47.87879,65.45454,41.21212,54.54546,52.72727,7.878788,7.878788,47.87879,32.12121,13.93939,30.90909,7.878788,7.878788,7.878788,7.878788,179063,82917,217150,159659,250001,187723,,,16743.6363636364,27263.6363636364,22201.2121212121,46466.0606060606,,12941.8181818182,,,2.81,2.88,2.2,0.1575758,0.169697,0.3030303
"06037463900","Census Tract 4639, Los Angeles County, California","ACSSF","ca","140","00","0005700",,,,,"06","037",,,"463900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463900","Census Tract 4639",,,,2.17,655,214,265,89,87,0,0,0,1378,723,226,349,79,58,6,5,0,655,214,265,89,87,0,0,0,70.90909,76.9697,41.21212,55.75758,29.09091,19.39394,6.060606,5.454545,7.878788,80.60606,46.06061,53.93939,30.90909,41.81818,7.878788,7.878788,7.878788,123382,69250,146290,,,,,,8533.93939393939,12212.1212121212,9315.75757575758,,,,,,2.17,2.13,2.22,0.07878788,0.1090909,0.1575758
"06037464000","Census Tract 4640, Los Angeles County, California","ACSSF","ca","140","00","0005701",,,,,"06","037",,,"464000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037464000","Census Tract 4640",,,,2.24,814,330,303,110,41,6,12,12,2464,1650,568,646,155,206,57,0,18,814,330,303,110,41,6,12,12,144.8485,132.7273,90.90909,103.6364,44.24242,69.09091,25.45455,11.51515,18.78788,127.8788,93.93939,71.51515,58.78788,23.0303,7.878788,12.12121,13.33333,124307,72135,130089,123951,250001,250001,,,7834.54545454546,21669.696969697,16673.3333333333,16965.4545454545,,,,,2.24,2.27,2.17,0.1151515,0.1636364,0.230303
"06037464101","Census Tract 4641.01, Los Angeles County, California","ACSSF","ca","140","00","0005702",,,,,"06","037",,,"464101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037464101","Census Tract 4641.01",,,,2.82,48,4,44,0,0,0,0,0,773,725,64,404,53,84,120,0,0,48,4,44,0,0,0,0,0,88.48485,88.48485,35.15152,86.06061,30.30303,41.21212,59.39394,7.878788,7.878788,29.69697,4.242424,29.69697,7.878788,7.878788,7.878788,7.878788,7.878788,177244,,176023,250001,250001,139787,,,32200,,29176.3636363636,,,79052.1212121212,,,2.82,2.88,1.88,0.2727273,0.2848485,0.1272727
"06037464102","Census Tract 4641.02, Los Angeles County, California","ACSSF","ca","140","00","0005703",,,,,"06","037",,,"464102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037464102","Census Tract 4641.02",,,,3.74,293,33,61,67,32,17,27,56,1198,905,110,342,153,238,27,16,19,293,33,61,67,32,17,27,56,76.36364,99.39394,44.24242,70.90909,46.06061,63.0303,19.39394,15.75758,10.30303,67.27273,22.42424,44.24242,48.48485,22.42424,16.36364,21.21212,52.12121,231136,96150,248125,214800,250001,250001,,250001,41526.6666666667,25171.5151515152,57252.1212121212,72597.5757575758,,,,,3.74,3.05,5.89,0.6121212,0.1636364,2.30303
"06037464200","Census Tract 4642, Los Angeles County, California","ACSSF","ca","140","00","0005704",,,,,"06","037",,,"464200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037464200","Census Tract 4642",,,,2.97,279,35,98,67,53,11,15,0,1971,1692,214,627,332,345,153,0,21,279,35,98,67,53,11,15,0,183.0303,166.0606,62.42424,85.45454,73.93939,72.12122,49.09091,11.51515,19.39394,57.57576,25.45455,36.36364,29.69697,23.63636,9.69697,12.12121,11.51515,149190,32656,109327,162198,169740,250001,,,21796.9696969697,13664.8484848485,26807.2727272727,35392.7272727273,70081.2121212121,,,,2.97,2.97,2.95,0.1212121,0.1393939,0.3454545
"06037480002","Census Tract 4800.02, Los Angeles County, California","ACSSF","ca","140","00","0005705",,,,,"06","037",,,"480002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480002","Census Tract 4800.02",,,,3.15,159,51,22,28,27,8,0,23,1247,1088,201,289,337,105,100,10,46,159,51,22,28,27,8,0,23,142.4242,141.2121,100.6061,44.84848,90.30303,33.93939,33.93939,9.69697,25.45455,35.15152,21.21212,11.51515,23.63636,15.15152,9.090909,7.878788,13.33333,125938,156875,142292,120592,118654,102857,,250001,18726.0606060606,80813.9393939394,42196.9696969697,27753.3333333333,57563.6363636364,42930.303030303,,,3.15,3.11,3.36,0.2,0.2181818,0.5818182
"06037480011","Census Tract 4800.11, Los Angeles County, California","ACSSF","ca","140","00","0005706",,,,,"06","037",,,"480011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480011","Census Tract 4800.11",,,,2.98,1056,255,334,256,21,77,26,87,1753,697,146,201,170,95,62,0,23,1056,255,334,256,21,77,26,87,95.75758,64.24242,42.42424,41.81818,47.27273,36.9697,27.87879,11.51515,9.69697,110.303,47.87879,89.69697,54.54546,11.51515,29.09091,19.39394,32.12121,68819,27566,45911,104886,153269,79097,,109808,17338.1818181818,10181.8181818182,6350.30303030303,26010.303030303,28221.2121212121,35035.7575757576,,10199.3939393939,2.98,2.93,3,0.1757576,0.2060606,0.2606061
"06037480012","Census Tract 4800.12, Los Angeles County, California","ACSSF","ca","140","00","0005707",,,,,"06","037",,,"480012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480012","Census Tract 4800.12",,,,2.89,737,216,183,143,172,0,14,9,1665,928,118,239,218,301,22,30,0,737,216,183,143,172,0,14,9,113.3333,95.75758,36.36364,59.39394,51.51515,67.27273,15.15152,16.9697,7.878788,87.27273,62.42424,57.57576,42.42424,46.66667,7.878788,12.72727,7.878788,95264,59554,75500,90208,156375,,,,9155.15151515152,9059.39393939394,30270.9090909091,4859.39393939394,34476.3636363636,,,,2.89,3.08,2.65,0.1272727,0.1636364,0.2121212
"06037480101","Census Tract 4801.01, Los Angeles County, California","ACSSF","ca","140","00","0005708",,,,,"06","037",,,"480101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480101","Census Tract 4801.01",,,,3.14,489,49,145,212,76,7,0,0,1310,821,74,240,214,206,45,40,2,489,49,145,212,76,7,0,0,94.54546,74.54546,23.63636,53.93939,52.12121,50.30303,21.81818,23.63636,7.272727,85.45454,35.15152,53.33333,80,40,7.878788,7.878788,7.878788,89257,44223,51985,88885,173571,,159118,,7321.21212121212,19492.7272727273,23318.1818181818,5120.60606060606,27904.2424242424,,12681.8181818182,,3.14,3.22,3,0.1636364,0.2121212,0.2969697
"06037480102","Census Tract 4801.02, Los Angeles County, California","ACSSF","ca","140","00","0005709",,,,,"06","037",,,"480102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480102","Census Tract 4801.02",,,,3.29,488,59,158,50,136,21,64,0,1313,825,113,248,169,208,14,63,10,488,59,158,50,136,21,64,0,82.42424,71.51515,31.51515,48.48485,34.54546,50.30303,10.30303,32.72727,7.878788,81.81818,27.27273,38.78788,21.21212,59.39394,15.75758,30.30303,7.878788,94161,56250,64063,141719,106944,83906,109261,,5812.12121212121,25486.6666666667,23291.5151515152,8930.90909090909,42918.1818181818,33069.0909090909,58952.7272727273,,3.29,3.24,3.38,0.1393939,0.230303,0.2666667
"06037480201","Census Tract 4802.01, Los Angeles County, California","ACSSF","ca","140","00","0005710",,,,,"06","037",,,"480201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480201","Census Tract 4802.01",,,,2.95,178,21,88,27,42,0,0,0,1149,971,139,263,213,276,74,6,0,178,21,88,27,42,0,0,0,70.30303,64.24242,36.36364,41.81818,40.60606,48.48485,28.48485,6.666667,7.878788,53.33333,10.90909,46.66667,15.75758,23.63636,7.878788,7.878788,7.878788,135250,48500,128942,162708,203250,,,,19144.2424242424,17678.1818181818,20913.3333333333,4659.39393939394,32981.2121212121,,,,2.95,3.01,2.64,0.1151515,0.1272727,0.2787879
"06037480202","Census Tract 4802.02, Los Angeles County, California","ACSSF","ca","140","00","0005711",,,,,"06","037",,,"480202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480202","Census Tract 4802.02",,,,2.7,244,50,55,61,37,41,0,0,960,716,172,252,129,103,41,19,0,244,50,55,61,37,41,0,0,104.2424,94.54546,38.78788,77.57576,21.81818,25.45455,15.15152,9.090909,7.878788,60.60606,27.27273,21.81818,36.9697,26.66667,18.78788,7.878788,7.878788,99074,65417,112841,104375,205000,150625,177292,,13365.4545454545,17333.3333333333,44361.8181818182,20166.6666666667,88673.3333333333,23322.4242424242,23190.9090909091,,2.7,2.66,2.83,0.1393939,0.1818182,0.3090909
"06037480302","Census Tract 4803.02, Los Angeles County, California","ACSSF","ca","140","00","0005712",,,,,"06","037",,,"480302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480302","Census Tract 4803.02",,,,2.43,1083,334,402,217,31,99,0,0,1730,647,130,240,145,108,12,12,0,1083,334,402,217,31,99,0,0,76.36364,82.42424,41.21212,64.84849,39.39394,35.15152,12.12121,11.51515,7.878788,80.60606,63.0303,67.87878,51.51515,15.15152,41.21212,7.878788,7.878788,84054,35278,111250,109167,,,,,3896.9696969697,8485.45454545455,23378.7878787879,26436.9696969697,,,,,2.43,2.53,2.37,0.1272727,0.1636364,0.1636364
"06037480303","Census Tract 4803.03, Los Angeles County, California","ACSSF","ca","140","00","0005713",,,,,"06","037",,,"480303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480303","Census Tract 4803.03",,,,2.86,1205,146,570,200,199,56,0,34,1546,341,63,126,58,94,0,0,0,1205,146,570,200,199,56,0,34,90.30303,52.12121,32.12121,30.90909,21.81818,32.72727,7.878788,7.878788,7.878788,89.69697,30.90909,75.75758,49.69697,55.15152,24.84848,7.878788,20,78125,43194,77692,94444,95760,55000,,112763,6744.84848484849,10478.7878787879,16812.7272727273,19531.5151515152,7866.06060606061,27915.7575757576,,57483.0303030303,2.86,2.77,2.88,0.1212121,0.2666667,0.1212121
"06037480304","Census Tract 4803.04, Los Angeles County, California","ACSSF","ca","140","00","0005714",,,,,"06","037",,,"480304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480304","Census Tract 4803.04",,,,2.35,1527,612,439,258,126,64,28,0,1824,297,38,153,6,85,15,0,0,1527,612,439,258,126,64,28,0,103.6364,61.81818,18.78788,46.66667,6.060606,49.69697,11.51515,7.878788,7.878788,105.4545,95.15151,65.45454,50.30303,41.81818,27.27273,21.21212,7.878788,63013,37609,63141,76324,112361,,,,7863.0303030303,9530.90909090909,5942.42424242424,13910.303030303,47623.0303030303,,,,2.35,2.73,2.28,0.1212121,0.2666667,0.1333333
"06037480400","Census Tract 4804, Los Angeles County, California","ACSSF","ca","140","00","0005715",,,,,"06","037",,,"480400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480400","Census Tract 4804",,,,2.52,1266,355,479,227,151,22,10,22,2214,948,222,287,229,201,9,0,0,1266,355,479,227,151,22,10,22,132.7273,128.4848,64.24242,76.9697,83.63636,58.18182,12.12121,11.51515,11.51515,136.3636,84.24242,109.697,78.78788,51.51515,22.42424,12.12121,19.39394,79565,44729,62259,110463,151196,,,,22164.2424242424,11348.4848484849,25595.1515151515,13215.1515151515,48335.1515151515,,,,2.52,2.54,2.51,0.1212121,0.1575758,0.1878788
"06037480500","Census Tract 4805, Los Angeles County, California","ACSSF","ca","140","00","0005716",,,,,"06","037",,,"480500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480500","Census Tract 4805",,,,2.43,750,332,260,60,69,29,0,0,2161,1411,383,374,276,323,27,2,26,750,332,260,60,69,29,0,0,140,119.3939,96.9697,64.24242,108.4848,78.18182,23.0303,4.848485,20,107.8788,81.81818,69.09091,30.90909,27.87879,22.42424,11.51515,11.51515,125954,47083,133482,214828,250001,,,,16747.2727272727,23350.303030303,15686.0606060606,57969.0909090909,,,,,2.43,2.67,1.99,0.1030303,0.1757576,0.1515152
"06037480601","Census Tract 4806.01, Los Angeles County, California","ACSSF","ca","140","00","0005717",,,,,"06","037",,,"480601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480601","Census Tract 4806.01",,,,2.52,1257,217,559,268,161,52,0,0,1612,355,109,74,66,106,0,0,0,1257,217,559,268,161,52,0,0,78.18182,67.87878,58.18182,41.21212,28.48485,32.72727,7.878788,7.878788,7.878788,90.30303,81.81818,103.6364,69.09091,52.72727,35.15152,7.878788,7.878788,97073,83710,83352,107685,151917,,,,7578.18181818182,13022.4242424242,22596.9696969697,18326.6666666667,31789.696969697,,,,2.52,2.58,2.51,0.1212121,0.3151515,0.1454545
"06037480602","Census Tract 4806.02, Los Angeles County, California","ACSSF","ca","140","00","0005718",,,,,"06","037",,,"480602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480602","Census Tract 4806.02",,,,2.42,987,333,349,195,70,40,0,0,1689,702,144,182,265,46,65,0,0,987,333,349,195,70,40,0,0,173.9394,80.60606,54.54546,47.87879,69.69697,19.39394,35.15152,7.878788,7.878788,171.5152,73.33334,138.1818,74.54546,36.9697,40,7.878788,7.878788,134680,78315,136137,158531,250001,250001,,,17461.8181818182,8751.51515151515,7317.57575757576,21534.5454545455,,,,,2.42,2.65,2.25,0.1151515,0.1878788,0.1818182
"06037480702","Census Tract 4807.02, Los Angeles County, California","ACSSF","ca","140","00","0005719",,,,,"06","037",,,"480702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480702","Census Tract 4807.02",,,,2.83,458,91,103,96,152,16,0,0,1645,1187,190,434,249,247,55,12,0,458,91,103,96,152,16,0,0,103.0303,112.1212,87.87878,56.36364,53.93939,44.84848,16.9697,11.51515,7.878788,61.81818,37.57576,37.57576,39.39394,46.66667,11.51515,7.878788,7.878788,172440,142708,140347,153375,223398,250001,,,14462.4242424242,55267.8787878788,20426.6666666667,69893.3333333333,24560,,,,2.83,2.76,3.02,0.1272727,0.1636364,0.2242424
"06037480703","Census Tract 4807.03, Los Angeles County, California","ACSSF","ca","140","00","0005720",,,,,"06","037",,,"480703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480703","Census Tract 4807.03",,,,3.13,634,193,140,106,178,13,4,0,1362,728,33,227,130,235,98,0,5,634,193,140,106,178,13,4,0,75.15151,81.21212,13.93939,44.84848,37.57576,75.75758,48.48485,7.878788,7.878788,62.42424,60,47.27273,38.18182,54.54546,11.51515,7.272727,7.878788,137000,,147813,119773,174531,250001,,,12805.4545454545,,12681.2121212121,17496.3636363636,26702.4242424242,,,,3.13,3.57,2.63,0.1818182,0.2545455,0.2424242
"06037480704","Census Tract 4807.04, Los Angeles County, California","ACSSF","ca","140","00","0005721",,,,,"06","037",,,"480704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480704","Census Tract 4807.04",,,,2.34,1333,667,298,194,151,23,0,0,1876,543,75,176,77,132,54,19,10,1333,667,298,194,151,23,0,0,238.1818,72.12122,24.84848,40.60606,27.27273,41.21212,25.45455,12.72727,9.090909,233.3333,234.5455,52.12121,43.0303,40,15.15152,7.878788,7.878788,99423,86346,67344,114896,191250,243304,,,10993.9393939394,13632.1212121212,6686.66666666667,27240.6060606061,54572.7272727273,102581.818181818,,,2.34,3.25,1.97,0.1636364,0.1939394,0.1878788
